"baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","condition_A_vs_B","SE_Intercept","SE_condition_A_vs_B","WaldStatistic_Intercept","WaldStatistic_condition_A_vs_B","WaldPvalue_Intercept","WaldPvalue_condition_A_vs_B","betaConv","betaIter","deviance","maxCooks"
"gene-GALLO_RS00190",4820.1029295118,614450.188301235,FALSE,0.00818795962960054,2,0.0539787217454438,0.0184893319679993,5,FALSE,0.0184893319679993,12.043169371589,0.360715658486636,0.113930242992593,0.161082285294132,105.706518789502,2.23932543437646,0,0.0251347491302302,TRUE,2,90.6088157002379,0.144894020454922
"gene-GALLO_RS00195",1572.79330521815,183313.150161313,FALSE,0.0176623989917556,7,0.0553390146265306,0.0277754086895386,8,FALSE,0.0277754086895386,10.244845193046,0.671287248013872,0.140713650314984,0.198651250960026,72.8063352070907,3.37922487157633,0,0.000726905241195269,TRUE,2,80.2139842861203,0.337986518474236
"gene-GALLO_RS00200",67608.3345558846,58226963.5854645,FALSE,0.0127237298752968,4,0.0533668528287209,0.0235505526977174,8,FALSE,0.0235505526977174,16.100033787785,-0.112446415190627,0.127860414016665,0.180828836136152,125.918830402712,-0.621838958837089,0,0.534047766049236,TRUE,2,124.302434979098,0.170384442096912
"gene-GALLO_RS00205",9792.36641604712,1394257.34329754,FALSE,0.0143305662245885,3,0.0536441826671333,0.024492077290124,8,FALSE,0.024492077290124,13.1846085087766,0.142069960780573,0.130619410656728,0.184736236839353,100.939121088413,0.76904219340636,0,0.441868262986291,TRUE,2,101.430109359504,0.173464572442538
"gene-GALLO_RS00210",2887.83493130494,157268.65979673,FALSE,0.022341115210071,4,0.0544195560403958,0.0313012856295638,8,FALSE,0.0313012856295638,11.5027945538148,-0.0139305021811479,0.148115294363279,0.209566335568297,77.6610855972927,-0.0664729959770089,0,0.947001256235089,TRUE,2,88.7561564848593,0.382079572820508
"gene-GALLO_RS00215",1319.47838637806,15583.597411262,FALSE,0.0101303381143161,8,0.0557266501104914,0.0213718715594599,6,FALSE,0.0213718715594599,10.3641889076286,0.00349001209240307,0.123755968867,0.175259137638692,83.7469820850983,0.0199134386909854,0,0.984112424746103,TRUE,2,76.3535741921824,0.172253308982753
"gene-GALLO_RS00220",1091.19704201373,12678.2160873903,FALSE,0.0041748725758127,7,0.0562301526328257,0.0154820331185099,9,FALSE,0.0154820331185099,10.1915313558809,-0.207285824360992,0.106260329902159,0.150927276235337,95.9109703994422,-1.3734152601931,0,0.169623288385492,TRUE,2,71.481390197061,0.104029100166867
"gene-GALLO_RS00225",225.44168716766,945.594414451259,FALSE,1e-08,6,0.0674063604878993,0.0160226774083607,8,FALSE,0.0160226774083607,7.98102899825173,-0.350539147002219,0.116882653693057,0.169048352349788,68.2824075778647,-2.07360286054074,0,0.0381162093261577,TRUE,2,52.9041886516469,0.0164712473373555
"gene-GALLO_RS00230",257.744803314151,110.882767841307,FALSE,1e-08,6,0.0656409042164634,0.0157814940751514,8,FALSE,0.0157814940751514,7.9927332609723,0.0354965984991833,0.116076081258415,0.165256331974099,68.8577110315984,0.214797206710039,0,0.829925430793992,TRUE,2,54.4733038504836,0.0246819830062918
"gene-GALLO_RS00235",4180.34803497075,690831.250689685,FALSE,0.0319958840890188,5,0.0540795498386438,0.0373950665836046,8,FALSE,0.0373950665836046,11.8926777370336,0.261813364110804,0.161596589033923,0.228525355941742,73.5948562289087,1.14566439698511,0,0.251934040620933,TRUE,3,94.5456615759298,0.688012801115006
"gene-GALLO_RS00240",1684.40724829231,220459.380834033,FALSE,0.0771032214040102,4,0.0552052207037088,0.0714062815935288,9,FALSE,0.0714062815935288,10.603865967023,0.220206735313025,0.223504378660242,0.316089780891768,47.4436609724876,0.696658824881232,0,0.48601633268838,TRUE,3,88.7016013454265,0.196084142542041
"gene-GALLO_RS00245",1247.20869158618,160530.144560771,FALSE,0.093317456782456,3,0.0558661107013909,0.0796791606691345,6,FALSE,0.0796791606691345,10.096756416403,0.35414396278583,0.23636394374099,0.33419957197285,42.7169908260927,1.05967808604674,0,0.289291075612093,TRUE,3,85.8707364668908,0.227175966979798
"gene-GALLO_RS00250",601.575816341561,54461.7714416046,FALSE,0.105503193618329,4,0.058598816185051,0.0902698943018143,7,FALSE,0.0902698943018143,8.94075480536782,0.535080562454207,0.252857928399831,0.357251290548269,35.3588074613594,1.49777083137482,7.34151938185598e-274,0.134192801653386,TRUE,3,77.9232250287164,0.166235544419822
"gene-GALLO_RS00255",986.805855419352,119069.218326752,FALSE,0.12125180925961,4,0.0565380213953753,0.101162893953068,7,FALSE,0.101162893953068,9.81570463730564,0.251324289193294,0.266269460828267,0.376551355763105,36.8638018298177,0.667436952083121,1.75781926066566e-297,0.504493069201701,TRUE,3,84.8984977921694,0.213536607131137
"gene-GALLO_RS00260",2805.54789210324,1284556.46654281,FALSE,0.160162709333568,4,0.0544518096313487,0.1198458907113,9,FALSE,0.1198458907113,11.2657674872765,0.354955897546207,0.288806203305054,0.408408210694784,39.0080523145029,0.869120375769028,0,0.384781292972282,TRUE,3,98.6710590958374,0.225886660004985
"gene-GALLO_RS00265",2312.73033845264,1709339.40482027,FALSE,0.319142669126829,6,0.0546930112256493,0.210477839445749,4,FALSE,0.210477839445749,11.162449504196,0.0259293777132667,0.382502113924955,0.540980180109558,29.1827132395562,0.0479303654119373,3.2139403698416e-187,0.961771739095208,TRUE,3,100.362088499243,3.72295441274948
"gene-GALLO_RS00270",442.475072175685,43559.3955940541,FALSE,0.270450311934614,8,0.0604969626607877,0.178720365376267,10,FALSE,0.178720365376267,8.87461712910708,-0.17502826604375,0.354068521231157,0.5011781339615,25.0646883214823,-0.349233644054382,1.20756468112832e-138,0.72691391007386,TRUE,3,79.3119403701343,0.282435358951679
"gene-GALLO_RS00275",522.998299664135,49332.0507717836,FALSE,0.197118312049013,5,0.0593919461228903,0.139414135963952,9,FALSE,0.139414135963952,8.97931526271115,0.101817827166448,0.313046908117316,0.442854427324614,28.6836094843208,0.229912632423149,6.10950849764729e-181,0.818159660000085,TRUE,3,79.6151315003355,1.14331703518851
"gene-GALLO_RS00280",1925.56882020605,516991.372518185,FALSE,0.138908754369904,4,0.0549690975097463,0.102337556832634,7,FALSE,0.102337556832634,10.7368926186973,0.329814510339823,0.267165854697046,0.377797961603166,40.1881169690357,0.872991767716988,0,0.3826675648405,TRUE,3,92.9925276839559,0.580669825721227
"gene-GALLO_RS00285",1590.25374669021,60086.7598682728,FALSE,0.00656846855105268,8,0.0553168452320778,0.0179414655669133,5,FALSE,0.0179414655669133,10.4465865423981,0.355564401701742,0.113615448171915,0.160561044254627,91.9468849569742,2.21451226449341,0,0.0267935599710883,TRUE,2,77.097692857949,0.0989311806950385
"gene-GALLO_RS00290",6456.86293625736,1346352.3300567,FALSE,0.0321372295334816,4,0.0538117112306415,0.0415571468369182,9,FALSE,0.0415571468369182,12.5902315910711,0.129919427032784,0.170106485244159,0.240583340724699,74.0138247698198,0.540018384653872,0,0.589184353775122,TRUE,3,100.632474816643,0.216860712214707
"gene-GALLO_RS00295",154.104683394426,228.991540898147,FALSE,1e-08,4,0.0739271696573667,0.02339539642828,9,FALSE,0.02339539642828,7.17780316757397,0.174928713324975,0.143780071542156,0.203749317120253,49.9221004036672,0.858548709744789,0,0.390589545829233,TRUE,2,51.4143337991964,0.145167314208215
"gene-GALLO_RS00305",1305.72004512495,102399.065301853,FALSE,0.0592885139186367,4,0.0557520101785631,0.0600756695947039,7,FALSE,0.0600756695947039,10.2729286155392,0.151577023346189,0.20542566081675,0.290569089506943,50.0080105605848,0.5216557053725,0,0.601910070405643,TRUE,3,84.3283460634052,1.06074197836147
"gene-GALLO_RS00310",412.475705881664,2576.05620701907,FALSE,0.00563134618850591,3,0.0610189519447514,0.0199886717048307,8,FALSE,0.0199886717048307,8.8048202887855,-0.24506280670919,0.123717331077663,0.176564208756138,71.1688508965515,-1.38795290639939,0,0.165151385882317,TRUE,2,61.9181930953002,0.103372523630814
"gene-GALLO_RS00315",6264.55698081944,187747.937567083,FALSE,0.00337257440819383,13,0.0538268091635938,0.0132394828264834,9,FALSE,0.0132394828264834,12.5548606861352,0.114164308402019,0.0963966015614816,0.136359670095538,130.24173552558,0.83722927990389,0,0.402463702215685,TRUE,2,91.1579441282507,0.0479678174164583
"gene-GALLO_RS00320",9219.03235212279,5392641.22688278,FALSE,0.0633404124412262,5,0.0536643510668757,0.0656595040256349,8,FALSE,0.0656595040256349,13.1668432026225,0.00717263338099477,0.213597318307197,0.302092065843335,61.6432982725273,0.0237432034534614,0,0.981057444335675,TRUE,3,108.49650862355,1.00775966235474
"gene-GALLO_RS00325",910.600522996374,72818.0561860494,FALSE,0.0867096203566942,4,0.0568073375708454,0.0778160366153436,6,FALSE,0.0778160366153436,9.71409264463506,0.224958936557651,0.233995087359342,0.330927178284584,41.5140879847502,0.679783805379065,0,0.496641362336274,TRUE,3,81.9617327457403,0.322711543403179
"gene-GALLO_RS00330",171.972742189319,2225.367460433,FALSE,0.0737984491844719,8,0.0717860614870778,0.0731686675943611,5,FALSE,0.0731686675943611,7.35012470722315,0.15218778732668,0.233891854620024,0.331116850691079,31.4253128616387,0.459619578432951,9.12854059785669e-217,0.64578930360118,TRUE,3,61.4066419887299,1.35244920953389
"gene-GALLO_RS00335",620.999548093202,6430.61356793509,FALSE,0.0157670814081643,8,0.0584337007366615,0.0276678775629873,8,FALSE,0.0276678775629873,9.3506628082826,-0.146783729522683,0.142059061540711,0.201640059718927,65.822360832666,-0.727949246430939,0,0.466644655495273,TRUE,2,69.3856460477911,0.211027415069094
"gene-GALLO_RS00340",306.057338675911,1315.565971076,FALSE,0.0100083164457849,4,0.0636959749848963,0.0249933524508479,9,FALSE,0.0249933524508479,8.33189979811013,-0.150355744010821,0.139053933616167,0.198183359323659,59.9184761008546,-0.758669872808396,0,0.448050063273666,TRUE,2,60.125091589774,0.157678081389324
"gene-GALLO_RS00345",1032.00286204304,16710.0239143956,FALSE,0.0193370328968543,8,0.0563970815655106,0.0297738735513257,8,FALSE,0.0297738735513257,10.0370195783222,-0.0511929697995562,0.145838856723232,0.206571964059167,68.8226704723152,-0.247821479709092,0,0.804272534837857,TRUE,3,76.0526479591538,0.395257277643933
"gene-GALLO_RS00350",473.005703441174,3934.66640502817,FALSE,0.0192813881387008,8,0.0600337106771504,0.0311762869901253,8,FALSE,0.0311762869901253,8.86188967147518,0.0487352080338828,0.151697392000556,0.214972028046703,58.4182071597032,0.226704880987097,0,0.820653231452958,TRUE,2,67.0781131142381,0.264676813343387
"gene-GALLO_RS00360",19174.0454225843,20111890.4515509,FALSE,0.0442572409208952,3,0.0534855049836427,0.0470604414725193,9,FALSE,0.0470604414725193,14.0419368889109,0.348791306749987,0.180798713432774,0.255682357112474,77.6661328075879,1.36415867989106,0,0.17251762971208,TRUE,3,114.597568534263,0.608337759063357
"gene-GALLO_RS00365",23964.7170529255,27298558.2069953,FALSE,0.0474908723623333,4,0.0534523959095299,0.0526444610181633,7,FALSE,0.0526444610181633,14.4782412112429,0.137462296672511,0.191186708289102,0.270382495690612,75.7282833142863,0.508399392946663,0,0.611173278431875,TRUE,3,118.228338461511,0.337187074286057
"gene-GALLO_RS00370",24305.6756149393,22734991.899639,FALSE,0.029260251269165,3,0.0534505369998568,0.036804979510242,9,FALSE,0.036804979510242,14.3974322211741,0.324871644148224,0.159889696754719,0.226114216278859,90.0460286897702,1.43675903927938,0,0.150786472826062,TRUE,2,115.515544572991,0.378656072607043
"gene-GALLO_RS00375",9979.50532030246,4883683.92935772,FALSE,0.0489365036981753,4,0.0536381012596775,0.0533915943800831,7,FALSE,0.0533915943800831,13.189896390372,0.183796726634897,0.192643088759561,0.272443070954007,68.4680487387449,0.674624338917118,0,0.499914465597682,TRUE,3,107.815117294025,0.746291005645878
"gene-GALLO_RS00380",39071.3543348276,63577449.8896828,FALSE,0.0376176647875596,3,0.0534011600861039,0.0427526707529374,9,FALSE,0.0427526707529374,15.1130605780545,0.268990261956809,0.172277409868549,0.243636191778635,87.7251439384074,1.10406528682409,0,0.269564818069736,TRUE,2,122.41842738573,0.372979649864906
"gene-GALLO_RS00385",8556.81261317663,4595908.11201247,FALSE,0.0626513549187305,4,0.0536910099193318,0.0627341416046572,2,FALSE,0.0627341416046572,12.9475604017202,0.221989384856367,0.208819801474336,0.295317083961743,62.0035088162438,0.751698418114967,0,0.452232441929998,TRUE,3,107.211684760235,0.926567474253655
"gene-GALLO_RS00390",13245.2750349494,10317654.3491379,FALSE,0.0561396750529382,3,0.0535596405463422,0.0542932279246636,7,FALSE,0.0542932279246636,13.5238458029374,0.320843562698871,0.194223275639906,0.274667475389851,69.6304073668844,1.16811632772857,0,0.242759845070867,TRUE,3,111.294005088297,0.28031144754701
"gene-GALLO_RS00395",30217.770335485,51824345.2192239,FALSE,0.047189743712842,3,0.0534249742270797,0.0483356298165348,8,FALSE,0.0483356298165348,14.6614134008498,0.413806083418363,0.183192728191035,0.25906806785552,80.0327258927044,1.59728710235775,0,0.110201724462831,TRUE,3,120.230190245945,0.554238468088251
"gene-GALLO_RS00400",14427.3068759672,10059474.6821405,FALSE,0.0482587072244391,2,0.053539997012699,0.0499590951035569,9,FALSE,0.0499590951035569,13.660767645265,0.296281146158096,0.186308241748025,0.263475749410039,73.3234746734427,1.12451011837527,0,0.260796680429654,TRUE,3,111.678180477691,0.441757356581078
"gene-GALLO_RS00405",2176.58366919235,265637.06246546,FALSE,0.0670125211164888,5,0.054778901372837,0.0627314452688927,8,FALSE,0.0627314452688927,11.0419496828093,0.0901862551927652,0.209350105810546,0.296120260448095,52.7439412560022,0.304559556500098,0,0.760701626655099,TRUE,3,90.8109361445102,0.474055140323763
"gene-GALLO_RS00410",10753.5773108169,9208176.48334765,FALSE,0.0795344969312354,5,0.0536151949004633,0.0754052630108124,7,FALSE,0.0754052630108124,13.2887913928812,0.200466810966956,0.228866008473667,0.323667845040962,58.0636306872551,0.619359673932348,0,0.535679440744622,TRUE,3,111.383854214677,0.544822071009883
"gene-GALLO_RS00415",7386.49238904248,2982141.97274555,FALSE,0.0545211232231492,5,0.0537498117874581,0.0620198880252018,8,FALSE,0.0620198880252018,12.8188429698842,0.0628945653753183,0.207648178304189,0.293678121560373,61.7334718492232,0.214161562465554,0,0.830421069363656,TRUE,3,105.392264308406,0.633409070383605
"gene-GALLO_RS00420",8805.66255272807,5089336.48268172,FALSE,0.0655206284332015,5,0.0536805217384337,0.0662009675706904,4,FALSE,0.0662009675706904,13.0175604642407,0.168337389985282,0.21449265841281,0.303344510461748,60.6900047794979,0.554937980347956,0,0.578937082341487,TRUE,3,107.9684380119,0.48248095861082
