"baseMean","baseVar","allZero","dispGeneEst","dispGeneIter","dispFit","dispersion","dispIter","dispOutlier","dispMAP","Intercept","condition_A_vs_B","SE_Intercept","SE_condition_A_vs_B","WaldStatistic_Intercept","WaldStatistic_condition_A_vs_B","WaldPvalue_Intercept","WaldPvalue_condition_A_vs_B","betaConv","betaIter","deviance","maxCooks"
"gene-GALLO_RS00425",25995.5563771906,54400075.8713919,FALSE,0.0804621755430474,3,0.0534420435146003,0.069652422897626,10,FALSE,0.069652422897626,14.43976608491,0.421703157973979,0.219893299491358,0.310970444994573,65.6671491050934,1.35608757925963,0,0.175071304331311,TRUE,3,121.267922738344,1.10360326846296
"gene-GALLO_RS00430",9893.20817580858,7858912.46713541,FALSE,0.0801929220708531,4,0.0536408770518931,0.0742579778369618,7,FALSE,0.0742579778369618,13.0729848392243,0.374253278589587,0.227143226951699,0.321218370528383,57.5539276018309,1.16510546384369,0,0.243976305476756,TRUE,3,110.193566965545,2.09176498819345
"gene-GALLO_RS00435",18419.7234027176,24904472.5788952,FALSE,0.0733477571972407,4,0.0534922875901026,0.0690421250116461,6,FALSE,0.0690421250116461,14.0026961737432,0.315320400152743,0.218951789260651,0.309641177536087,63.9533306442805,1.01834130286497,0,0.308515786402422,TRUE,3,117.121403584642,1.64541860260499
"gene-GALLO_RS00440",25229.4373396146,43043904.3505669,FALSE,0.0675833233426489,4,0.0534457531075895,0.0649061032154183,8,FALSE,0.0649061032154183,14.4478789604919,0.330934635423417,0.212273301608956,0.300196707683642,68.0626289362915,1.10239262108153,0,0.270291018096641,TRUE,3,120.412596321006,1.46582135107984
"gene-GALLO_RS00445",11849.8007407959,11339793.495879,FALSE,0.0806723645665507,3,0.0535878754624882,0.07036806837935,6,FALSE,0.07036806837935,13.30714648284,0.420326895894763,0.2210974563245,0.312666812098175,60.1867913998497,1.34432846605665,0,0.17884219441056,TRUE,3,111.919404929464,1.81753049654795
"gene-GALLO_RS00450",16895.2375885186,18488903.4848094,FALSE,0.0647115548240178,4,0.0535078441179046,0.0629770203469107,8,FALSE,0.0629770203469107,13.9142639241921,0.249342117041429,0.209127849789147,0.295750762902526,66.5347247543602,0.843081906516021,0,0.39918263719488,TRUE,3,115.400016993115,1.19643983317514
"gene-GALLO_RS00455",5574.6882918585,2748621.94870516,FALSE,0.0882640706446711,4,0.0538895416023338,0.0792427487409301,7,FALSE,0.0792427487409301,12.2521641619169,0.362296329334556,0.234754404729131,0.331976143240696,52.191413302996,1.09133242466727,0,0.275126635137779,TRUE,3,103.812602630235,2.2929845690998
"gene-GALLO_RS00460",18044.1929331513,18684249.3727658,FALSE,0.0573293780187546,4,0.0534958756633785,0.0580892330072262,7,FALSE,0.0580892330072262,14.000570562539,0.265167140243978,0.200850549532238,0.284044159929266,69.7064090446603,0.933541954567948,0,0.350540219158683,TRUE,3,115.554594184663,1.32488891389826
"gene-GALLO_RS00465",48016.2948965605,184620239.299935,FALSE,0.0800549162912314,3,0.0533860186510522,0.0709304625204311,6,FALSE,0.0709304625204311,15.3537334676187,0.371189380714145,0.221869718187574,0.313768960133036,69.2015728556445,1.18300223373517,0,0.236808262145051,TRUE,3,128.8002967656,1.85790698523444
"gene-GALLO_RS00470",2581.31462488731,392417.179262534,FALSE,0.0511665760011437,3,0.0545501378351874,0.0531454890717943,7,FALSE,0.0531454890717943,11.1407131357044,0.363284159819779,0.192760596300143,0.272560293905342,57.7955938585991,1.33285796920201,0,0.182578417885027,TRUE,3,91.4812530178009,0.518730420445269
"gene-GALLO_RS00475",16187.919918758,21530600.1662899,FALSE,0.0473745659719912,3,0.0535160570048878,0.0490686707948709,8,FALSE,0.0490686707948709,13.6479890937242,0.606065111673551,0.184644078607262,0.261104423035296,73.915119275249,2.32115988166015,0,0.0202782165079074,TRUE,3,112.718368250263,0.471531326425542
"gene-GALLO_RS00480",3241.98880532995,808053.209023804,FALSE,0.0877833725647409,5,0.0542994278844488,0.0754643427212234,6,FALSE,0.0754643427212234,11.6101711005964,0.102957226710554,0.229264275676001,0.324259144428013,50.6409952722162,0.317515260493791,0,0.7508526618919,TRUE,3,97.0175630069788,0.636323597258849
"gene-GALLO_RS00485",11951.245312966,11528094.5069548,FALSE,0.0746973027737255,3,0.0535856006725626,0.0653815223892279,9,FALSE,0.0653815223892279,13.3823140271754,0.308594363195874,0.213122619358152,0.301395955227341,62.7916176493983,1.02388355863337,0,0.305890276829697,TRUE,3,111.512633767205,0.474188596744681
"gene-GALLO_RS00490",13243.1291172839,10504203.3549945,FALSE,0.0511383730261852,3,0.0535596793969798,0.0507598818124423,7,FALSE,0.0507598818124423,13.5088223954959,0.347365105370364,0.18780802464493,0.265592900430495,71.9288881347627,1.30788550750914,0,0.190912145794936,TRUE,3,110.752321851827,0.566457192407471
"gene-GALLO_RS00495",47036.210162828,162558835.409832,FALSE,0.0459441709091965,5,0.0533873967466542,0.0462779489838639,5,FALSE,0.0462779489838639,15.2461480917831,0.506440471348408,0.179230878045862,0.253465145313687,85.0642939319967,1.99806750834179,0,0.0457093417320652,TRUE,3,125.148587585338,0.580037394983686
"gene-GALLO_RS00500",16552.9089767413,17331548.9072653,FALSE,0.0477939766154849,3,0.0535117313570399,0.0485098392449998,8,FALSE,0.0485098392449998,13.8104331112741,0.383304144650674,0.183576656361006,0.259608196885779,75.2297889341426,1.47647165709224,0,0.139817318528628,TRUE,3,113.053981611491,0.504860396391002
"gene-GALLO_RS00505",3647.60370457777,4025943.44502394,FALSE,0.406283716404826,8,0.0541905019159431,0.243850869875133,6,FALSE,0.243850869875133,12.0634441656793,-0.505709270358799,0.411498925862367,0.582034010865829,29.3158582137201,-0.86886549740712,6.51254947278942e-189,0.384920703177526,TRUE,4,106.589225692244,10.785412842199
"gene-GALLO_RS00510",206.766224120282,5263.05060218589,FALSE,0.111232171023168,7,0.0686786743109611,0.0929156588464461,9,FALSE,0.0929156588464461,7.87028911905021,-0.384194393818764,0.259253809268065,0.368638400003096,30.3574676154997,-1.0421985170713,2.00241251674526e-202,0.297319650447232,TRUE,3,65.3461506311229,0.740182399340384
"gene-GALLO_RS00515",10855.4365288845,23339360.2506769,FALSE,0.27835093989739,8,0.0536124238988821,0.178998023812423,7,FALSE,0.178998023812423,13.5975840326051,-0.412348299971277,0.352475250055371,0.498504748375348,38.5774150964332,-0.827170255278693,0,0.408140568266272,TRUE,3,117.732798668222,1.40710004859
"gene-GALLO_RS00520",0.303494131176277,0.221155803539166,FALSE,1e-08,28,10.5170466916046,8.54889804854334,6,FALSE,8.54889804854334,-1.59087428893384,0.219800818334965,2.70527302604581,3.82581980328541,-0.588064226278541,0.0574519526889927,0.556489183892612,0.954185179048529,TRUE,2,11.5965870088881,0.424258926348118
"gene-GALLO_RS00525",27.3268111646022,87.5844900190133,FALSE,0.10200101358393,4,0.169531013762363,0.129898462908536,6,FALSE,0.129898462908536,4.80873480859942,-0.0917364689003022,0.336253071746742,0.481480503920591,14.3009394192873,-0.190529976091061,2.15875650401045e-46,0.848893855864214,TRUE,3,43.0356753764359,0.734932922335047
"gene-GALLO_RS00530",117.729441282452,579.209190447772,FALSE,0.0487531631912296,8,0.0802942695265076,0.0603951909152896,8,FALSE,0.0603951909152896,6.87562807012256,0.00662388670083754,0.217665143100811,0.309320946933615,31.5880989127328,0.021414284310526,5.37934931467938e-219,0.982915178946843,TRUE,3,55.500656009211,0.975048303381843
"gene-GALLO_RS00535",148.542896364169,2424.39414407084,FALSE,0.0785186939082144,8,0.0746987538460228,0.077094224525206,8,FALSE,0.077094224525206,7.03446792512297,0.335432744727295,0.241646264683735,0.341247532607754,29.1106007135249,0.982960205349988,2.63588771287734e-186,0.32562702467909,TRUE,3,59.9752308043244,1.87870022668539
"gene-GALLO_RS00540",209.138364093348,1600.19019883484,FALSE,0.0293748504354691,7,0.0685044680745868,0.0421946616872177,8,FALSE,0.0421946616872177,7.5767379757579,0.2510150125553,0.180673418851939,0.255426074184658,41.936096764555,0.982730574224112,0,0.325740058868951,TRUE,2,59.6066033891962,0.412831724222065
"gene-GALLO_RS00545",1081.87570603806,308114.833429264,FALSE,0.245518674218706,6,0.056255227249525,0.163040332563551,10,FALSE,0.163040332563551,10.4813119879333,-0.961604823782445,0.336994904973478,0.477192393371503,31.1022862163396,-2.0151302433562,2.24303980275591e-212,0.0438910041238332,TRUE,3,88.8640490140225,0.815394051771186
"gene-GALLO_RS00550",171.229552566982,5159.20613442495,FALSE,0.224271548749946,6,0.0718662104649542,0.15914836830175,7,FALSE,0.15914836830175,7.58888194060818,-0.363148655381002,0.337277496732163,0.478775075604687,22.5004099417716,-0.758495322510993,4.11243859071287e-112,0.44815451215788,TRUE,3,66.9463067758919,0.2416452812127
"gene-GALLO_RS00555",70.4942466560539,514.526697329715,FALSE,0.130693288771421,8,0.0983686592423193,0.117684268395292,8,FALSE,0.117684268395292,6.11240170840712,0.0531249561729952,0.301568383925751,0.427917814490822,20.2687086386086,0.124147568467577,2.42948525590544e-91,0.901198435265376,TRUE,3,54.0484815629374,0.316738375454328
"gene-GALLO_RS00560",32.1706224722429,387.583352158542,FALSE,0.127949618939313,8,0.152033534535744,0.137306002964006,8,FALSE,0.137306002964006,5.46534713135177,-1.130690532576,0.331386934911347,0.492310162277243,16.4923434076056,-2.29670362144434,4.16478325262425e-61,0.0216356827262012,TRUE,3,44.5159457366471,2.16190147946528
"gene-GALLO_RS00565",59.3005208099991,105.751316926605,FALSE,0.0160307763385473,16,0.106872187798656,0.0502759189929941,8,FALSE,0.0502759189929941,5.96584219638206,-0.161733018577701,0.212529949959311,0.305805638329926,28.0705952150472,-0.52887520145463,2.23957065561844e-173,0.596892025823739,TRUE,2,45.7411442857751,0.282375895515815
"gene-GALLO_RS00570",170.394922220402,5148.62354547097,FALSE,0.267637555292101,8,0.0719570543063999,0.18256402678416,9,FALSE,0.18256402678416,7.37425363394477,0.0747513559412575,0.361299728286851,0.511398940170316,20.4103492380433,0.146170338007275,1.35314411400248e-92,0.883786920871441,TRUE,3,67.8991498209515,0.99291501559106
"gene-GALLO_RS00575",166.212261314929,4033.96872493976,FALSE,0.248698765159395,7,0.0724260508479344,0.172232771505895,8,FALSE,0.172232771505895,7.44268343667673,-0.135663332648078,0.35098461972997,0.497454682856947,21.2051554920064,-0.272714957408674,8.55873340533187e-100,0.785072336040603,TRUE,3,67.2190116723229,2.86344081986389
"gene-GALLO_RS00580",153.463080544723,2914.73777177212,FALSE,0.168706946551303,5,0.0740133252005093,0.12994553651348,6,FALSE,0.12994553651348,7.24293648633998,0.0368508136679452,0.30724697882889,0.435227404212635,23.5736621852144,0.0846702512554594,7.18129079682591e-123,0.932523547072898,TRUE,3,64.2563101204863,0.269924236423432
"gene-GALLO_RS00585",782.082248093596,13446.5815111337,FALSE,0.0246115779839608,8,0.0573804254899807,0.0342055093765577,8,FALSE,0.0342055093765577,9.66033493361951,-0.100680940557104,0.156608541305842,0.221946335724109,61.6845981264444,-0.453627406051237,0,0.650097024501477,TRUE,2,73.7959180622167,0.182692799998595
"gene-GALLO_RS00590",892.719112293252,18079.4920943428,FALSE,0.0262286552575681,8,0.0568771922882227,0.0352675427551577,8,FALSE,0.0352675427551577,9.8245063197906,-0.0443364180422861,0.158674436691411,0.224736233203285,61.9161253989339,-0.197282019949946,0,0.843606848849069,TRUE,3,75.6260507549152,0.484027657735569
"gene-GALLO_RS00595",1228.04059230752,35427.1827959613,FALSE,0.0269131673647089,4,0.0559058539980708,0.0354283052831692,8,FALSE,0.0354283052831692,10.2903469167265,-0.0563451016122199,0.158408894215706,0.224280135094,64.960663778854,-0.251226447623659,0,0.801639037875027,TRUE,2,79.479636739363,0.435918812288262
"gene-GALLO_RS00600",1563.46951292715,63444.2026020151,FALSE,0.03166869108842,5,0.0553510557833045,0.0388354792963143,9,FALSE,0.0388354792963143,10.5792342331509,0.0621480568273436,0.165420803317775,0.234054676033227,63.9534690980071,0.265527943643906,0,0.790602786265264,TRUE,3,83.1003677528511,0.346195856309664
"gene-GALLO_RS00605",7073.1795338168,1035930.73701583,FALSE,0.0205635592017311,4,0.0537688559538721,0.0290572180828669,8,FALSE,0.0290572180828669,12.8840204607912,-0.198614904114319,0.142283800683327,0.201293863219317,90.551562433073,-0.986691302645031,0,0.323793995076765,TRUE,2,98.8774775760532,0.470155805297537
"gene-GALLO_RS00610",8677.63628155585,192718.429433616,FALSE,0.00228123658477996,7,0.0536858424817099,0.011555444860178,8,FALSE,0.011555444860178,13.1138497467327,-0.0621444693887897,0.0899422138786299,0.127262756897949,145.803057109855,-0.488316227807502,0,0.625325868782104,TRUE,2,93.9763956969189,0.0422666373390366
"gene-GALLO_RS00615",40110.0626882592,25848142.6536156,FALSE,0.0118025132496208,4,0.0533990552489177,0.0215949121883237,8,FALSE,0.0215949121883237,15.1697721359602,0.234304298824363,0.122473568035679,0.173203821497282,123.861600337641,1.35276633505479,0,0.176130290825277,TRUE,2,117.314222080344,0.239394280808696
"gene-GALLO_RS00620",39455.2902549852,48021891.3432336,FALSE,0.0308225457893443,4,0.0534003691676163,0.0390709846180881,8,FALSE,0.0390709846180881,15.1380723641342,0.248981009393105,0.164696323063703,0.232915414946922,91.9150596839912,1.06897608923756,0,0.285080443771279,TRUE,3,121.83164565585,0.488202345362986
"gene-GALLO_RS00625",428.554162613474,37314.2089630287,FALSE,0.266450388406707,8,0.0607300988939782,0.176481227556333,10,FALSE,0.176481227556333,8.87715369982304,-0.280296850649478,0.351864492943037,0.498201227633917,25.2288988456137,-0.562617743799384,1.93072985270676e-140,0.573695206843693,TRUE,3,78.81863996871,0.252278670617155
"gene-GALLO_RS00630",7.65293226094656,8.61538377866285,FALSE,1e-08,2,0.468282351563621,0.188853986080319,9,FALSE,0.188853986080319,3.30530889813207,-0.830606433388578,0.442793803235936,0.679528744690551,7.46466837154649,-1.22232714933469,8.35096677651996e-14,0.221583936360691,TRUE,3,29.5206127059995,0.323899496509118
"gene-GALLO_RS00635",7.1345799475437,26.4693934130119,FALSE,0.14857518848841,66,0.498430833761103,0.386277348436165,8,FALSE,0.386277348436165,3.47922723492721,-1.75188164525806,0.570664795699267,0.905525021280663,6.09679668545861,-1.9346584623144,1.08215010658924e-09,0.0530322207794448,TRUE,6,32.1271174275708,1.88558629628119
"gene-GALLO_RS00640",0.536993322801798,0.731684177544596,FALSE,1e-08,1,5.96713583071553,6.06360531429663,4,FALSE,6.06360531429663,-0.650383593012877,-0.7206842370971,2.28387444578624,3.28790954218105,-0.284772043495139,-0.219192233804289,0.775818791836633,0.826500304921928,TRUE,3,12.8310495028799,0.974192538436994
"gene-GALLO_RS00645",2.29574394367915,2.11878140269529,FALSE,1e-08,27,1.43660989738574,0.599688279439813,9,FALSE,0.599688279439813,0.61612531842838,1.02582254981765,0.914040724829158,1.2215363930448,0.674067688333624,0.839780587511346,0.500268280921072,0.401031419723903,TRUE,3,22.0296024309376,0.348881403131792
"gene-GALLO_RS00650",0.740721408230727,1.37167770063406,FALSE,9.1865189816811,31,4.34059933858147,5.48325765640909,8,FALSE,5.48325765640909,-0.695723803909013,0.432645124820149,2.20128618829891,3.09103860073679,-0.316053318104288,0.139967558061883,0.751962038651226,0.88868562293465,TRUE,4,14.3711167597635,0.974921296428205
"gene-GALLO_RS00655",3.11460703694821,1.92932146996258,FALSE,1e-08,2,1.07292833878832,0.445637751558798,8,FALSE,0.445637751558798,1.62681600310772,0.0362647363671946,0.719275591005479,1.03116335945106,2.26174226325904,0.0351687596682064,0.0237133319066682,0.971945172987115,TRUE,3,24.3152118916315,0.704706109937053
"gene-GALLO_RS00660",3.54956358236507,7.64683042933595,FALSE,0.431040428288134,14,0.947987522223461,0.696735255782878,8,FALSE,0.696735255782878,2.20617420142225,-0.894166724751347,0.789136679279829,1.1867823922725,2.79568072217301,-0.753437808458851,0.00517905366869124,0.451186870159201,TRUE,5,27.4972701486877,0.683439486513607
"gene-GALLO_RS00665",992.319770027967,27819.9849370527,FALSE,0.0346255090984501,4,0.0565201395076327,0.0414097255163078,9,FALSE,0.0414097255163078,9.98610426056153,-0.0639940590572698,0.171358685062868,0.24263857358059,58.2760322705433,-0.263742314805584,0,0.791978487089418,TRUE,3,78.151336085923,0.261928806234737
"gene-GALLO_RS00670",4092.31357995283,2526564.02186454,FALSE,0.141058156066999,3,0.0540958919446965,0.0983288135110665,7,FALSE,0.0983288135110665,11.8067403627035,0.361180761428868,0.261532077917348,0.369841944590379,45.1445209196662,0.976581392975574,0,0.328776434578686,TRUE,3,101.736955799245,2.79257462399589
"gene-GALLO_RS00675",59.6555066681231,88.0751953444752,FALSE,0.00722313549723478,100,0.106553519621883,0.0463470433220147,9,FALSE,0.0463470433220147,5.97964429898475,-0.17128932976135,0.205779215210971,0.296518007058035,29.0585436087616,-0.577669233180248,1.20018917661385e-185,0.563487454900505,TRUE,2,45.249313672775,0.325833978360241
"gene-GALLO_RS00680",75.7195773067217,184.676879996751,FALSE,0.020379647745745,5,0.0952598890996035,0.0469544470164304,9,FALSE,0.0469544470164304,6.3268765382082,-0.167423084752582,0.201462394397775,0.289307582745987,31.4047520239245,-0.578702718965994,1.742626218885e-216,0.562789781049227,TRUE,3,48.174875774862,0.488650751998224
"gene-GALLO_RS00685",102.046420845472,608.772075765786,FALSE,0.0620013095840973,8,0.0844398327055678,0.0703702780596065,8,FALSE,0.0703702780596065,6.75644916562056,-0.169316881440726,0.23403073863196,0.333832172827315,28.8699219816839,-0.507191622684941,2.84933757554387e-183,0.61202037241041,TRUE,3,54.8415601075358,0.769578340038992
"gene-GALLO_RS00690",139.485715086787,287.556558895304,FALSE,0.00781414303461637,11,0.0760869413443355,0.0307242136156525,9,FALSE,0.0307242136156525,7.17965481335625,-0.116093566650751,0.160473832936726,0.229569546228654,44.7403460238104,-0.505701076462122,0,0.613066512485109,TRUE,2,52.4054476295178,0.236859450795821
"gene-GALLO_RS00695",3223.42948552872,110921.465979691,FALSE,0.0128029650899039,4,0.0543050677540132,0.0231386494141076,8,FALSE,0.0231386494141076,11.6304022686288,0.0479038411128991,0.127499907698884,0.180390019532778,91.2189073587113,0.265557048205733,0,0.790580368647334,TRUE,2,87.6726996389446,0.225697720599648
"gene-GALLO_RS00700",4513.10671041458,269335.374650284,FALSE,0.0168698728929492,5,0.0540235382315279,0.0266215726746314,8,FALSE,0.0266215726746314,12.1453760825809,-0.0107766578204591,0.136424858336297,0.1930022837589,89.0261220036722,-0.0558369445717098,0,0.955471703328037,TRUE,2,92.8249635766604,0.32741151879006
"gene-GALLO_RS11650",227.474679386269,5072.49541016406,FALSE,0.0359218893003264,7,0.0672804664629457,0.0469083926852187,8,FALSE,0.0469083926852187,8.09454184092055,-0.591569534182908,0.186808531378226,0.267592701272422,43.3306861373037,-2.21070878005997,0,0.0270560101358876,TRUE,3,61.1624083860118,0.962172237456965
"gene-GALLO_RS00705",723.953328567878,7665.66893454905,FALSE,0.0085676478892593,7,0.0577064617801436,0.020713791231149,5,FALSE,0.020713791231149,9.59645256115677,-0.20123950502419,0.123295536057094,0.175201433664348,77.8329278418724,-1.14861791262351,0,0.250713567545557,TRUE,2,68.8978697853738,0.194965004575414
"gene-GALLO_RS00710",2797.87918614418,42340.0919615159,FALSE,0.0065909002188017,8,0.054454912133787,0.0170879768750372,5,FALSE,0.0170879768750372,11.4361417744397,0.0278934891009247,0.109943498351194,0.155598676120237,104.018354390626,0.179265594003964,0,0.857729161206005,TRUE,2,83.5541575507975,0.136594780812873
"gene-GALLO_RS00720",6.29599730277037,8.38566032859632,FALSE,1e-08,12,0.557716488112882,0.288658747260978,8,FALSE,0.288658747260978,2.89806644942786,-0.51604373844167,0.535280723325536,0.794158895157242,5.41410576383745,-0.649799103917981,6.15957522077039e-08,0.515821997847237,TRUE,3,29.9998001783941,0.652207300318844
"gene-GALLO_RS00725",282.303162978138,25631.4300857052,FALSE,0.184820140507476,3,0.064569063172651,0.134664173880195,8,FALSE,0.134664173880195,8.5060613621515,-0.85428853606504,0.308541119762025,0.438620962661043,27.568647474645,-1.9476691922844,2.6452531877115e-167,0.0514545586780714,TRUE,3,71.385112863344,0.404030558604391
"gene-GALLO_RS00730",53.701392512203,1285.93662717337,FALSE,0.354675034782557,6,0.112455771794636,0.249678870469503,7,FALSE,0.249678870469503,6.16241766810391,-0.999699157708605,0.42685314080511,0.613608892908259,14.4368567992276,-1.62921230324814,3.03364466113902e-47,0.10326808332601,TRUE,3,54.9989761989558,0.175926468498806
"gene-GALLO_RS00735",49.9673789414238,159.73760621824,FALSE,0.0201727855039536,16,0.116874939319825,0.0571346518222532,8,FALSE,0.0571346518222532,5.86336762290018,-0.471905626505272,0.225133161161278,0.328994764975841,26.0439981060803,-1.43438643025194,1.573358623107e-149,0.151462017872928,TRUE,3,44.4590213038098,0.328109144629201
"gene-GALLO_RS00740",97.1586221613708,11077.0404304954,FALSE,0.465826190890007,6,0.08600539688376,0.297316711374498,7,FALSE,0.297316711374498,5.65934613314217,1.50449166106839,0.467974801069263,0.65616556113108,12.093271091117,2.29285374025877,1.14630081211148e-33,0.0218564268568194,TRUE,4,62.4348627995667,10.3630049066075
"gene-GALLO_RS00745",427.32873760993,7040.30849368672,FALSE,0.0287940146647489,8,0.0607513487312933,0.0386573420080829,8,FALSE,0.0386573420080829,8.57732976060034,0.306006391845994,0.168830613360421,0.238590315975392,50.8043511178236,1.28255998402532,0,0.199646277151833,TRUE,2,67.4532473042916,0.386938703971759
"gene-GALLO_RS00750",435.248401237301,8846.28025203705,FALSE,0.0335736382661245,8,0.0606161277318561,0.041229836118791,8,FALSE,0.041229836118791,8.60185427519845,0.309195213413889,0.173954513114445,0.245837723617174,49.4488709789281,1.25772077964478,0,0.208492754534016,TRUE,2,68.1771777986078,0.620106622484456
"gene-GALLO_RS00755",302.680566582741,4188.85552579961,FALSE,0.00238728531777791,36,0.0638117330087054,0.0188643861652781,9,FALSE,0.0188643861652781,7.94731019125559,0.537266255014056,0.125273063825977,0.175751823248642,63.4398964033926,3.05695978046253,0,0.00223594275120027,TRUE,2,57.6174638648778,0.0670599849265692
"gene-GALLO_RS00760",720.910861235188,18438.6696482849,FALSE,0.0233252329178178,8,0.0577249745105086,0.0327252632331416,8,FALSE,0.0327252632331416,9.34379388931018,0.284223865994203,0.153929354962375,0.217611610739119,60.7018322891957,1.30610616331011,0,0.191516457318094,TRUE,2,72.4285627935491,0.54704185789125
"gene-GALLO_RS00765",1675.21415903935,7960990.82871515,FALSE,2.60059369653341,9,0.055215566900381,2.60059369653341,9,TRUE,1.31981219028884,8.91703386323549,2.56827907315222,1.34371966155932,1.90002424288541,6.63608200306283,1.3517085809663,3.22130677452761e-11,0.176468558922938,TRUE,6,94.4334213769662,1.11744077767333
"gene-GALLO_RS00770",1107.21953408578,4800675.33832647,FALSE,1.8069117562453,6,0.0561880383086404,1.8069117562453,12,TRUE,0.950309824952975,7.34295257789001,3.65985634092063,1.12141518704386,1.58478651080511,6.54793395231843,2.30936868528831,5.83385077047703e-11,0.0209231311807154,TRUE,6,88.0305078299531,3.69142885920329
"gene-GALLO_RS00775",918.01820655609,3518613.62678614,FALSE,1.41604529298124,8,0.056779158556235,1.41604529298124,11,TRUE,0.742061521322241,6.94414171683035,3.79797436564327,0.993809235813327,1.40375591611699,6.98739905666836,2.70558030925282,2.80028910882643e-12,0.00681851590832265,TRUE,6,85.8605601658712,24.607136934413
"gene-GALLO_RS00780",619.179191025738,1406410.44227799,FALSE,1.31564071508661,7,0.0584487351206236,1.31564071508661,10,TRUE,0.695488095062362,6.96031512417203,3.16083042716314,0.958091562378573,1.35328942214763,7.26477029699776,2.33566477017679,3.73672708996639e-13,0.0195087199825113,TRUE,5,83.3655533205557,12.7162723187156
"gene-GALLO_RS00785",151.354038194655,78628.8337463699,FALSE,1.16096160206363,9,0.0743016779294905,1.16096160206363,10,TRUE,0.641356038489392,5.08285494467346,2.98684355885517,0.907985321158601,1.2777772698783,5.59794836571551,2.33753067084974,2.16903327968444e-08,0.0194116080758342,TRUE,5,67.0218092759208,23.9252176199667
"gene-GALLO_RS00790",4849.7938220024,1522966.00885553,FALSE,0.0363502781632243,4,0.053974688261301,0.0451053541308928,10,FALSE,0.0451053541308928,12.0086354833786,0.437137119077887,0.177340663263106,0.250756956781544,67.7150703195598,1.74327015564603,0,0.0812864359086492,TRUE,3,97.7200469569088,0.850601208429617
"gene-GALLO_RS00795",1668.12718232508,276716.664169727,FALSE,0.092121848548891,5,0.0552236206514359,0.0784108950451946,6,FALSE,0.0784108950451946,10.4854011643875,0.408352016077844,0.234199277432298,0.331131224686316,44.7712788841485,1.23320298913121,0,0.217500040453076,TRUE,3,89.2178952572533,1.58219640820434
"gene-GALLO_RS00800",481.051881740155,19721.1896660378,FALSE,0.113827730256348,5,0.059921413705,0.0929002029245998,6,FALSE,0.0929002029245998,8.97743255334815,-0.136281200475751,0.256376984532921,0.363087489602321,35.0165307143449,-0.375339840612564,1.26070082862547e-268,0.707407739837769,TRUE,3,75.6580928659265,0.438886058485208
"gene-GALLO_RS00805",3246.86678961166,1098224.70257392,FALSE,0.127625520990997,6,0.0542979562460729,0.0987172322590231,7,FALSE,0.0987172322590231,11.7668107816094,-0.211452948665969,0.26205638107452,0.370694077682013,44.9018288864461,-0.57042440491147,0,0.568389880867495,TRUE,3,99.0501764079296,0.216869378736151
"gene-GALLO_RS00810",455.537488618146,10425.9267235028,FALSE,0.0593572464658881,4,0.0602911617543839,0.0596101653025894,5,FALSE,0.0596101653025894,8.84430541380308,-0.0263965128379614,0.206775754364563,0.292898585649482,42.7724490280897,-0.0901216807839102,0,0.928190520548603,TRUE,3,71.6380619115356,0.717831260251863
"gene-GALLO_RS00815",1845.11987841256,40462.1735199036,FALSE,0.00259441113276569,7,0.0550410048777738,0.0133935424996942,9,FALSE,0.0133935424996942,10.9693793939898,-0.250484155569424,0.0980462953995171,0.139119354905474,111.879590649417,-1.8004982537449,0,0.0717819990743359,TRUE,2,76.5876361349369,0.0512065348512208
"gene-GALLO_RS00820",1021.86802606668,10037.2152091817,FALSE,0.0102826264562272,8,0.0564276010857303,0.0217665356075353,6,FALSE,0.0217665356075353,10.0223740056273,-0.0504261475154956,0.125378644472495,0.177691867099263,79.9368508711702,-0.283784217807371,0,0.776575749886037,TRUE,2,73.434675820174,0.152315612752902
"gene-GALLO_RS00825",1307.92174252113,41642.2868593189,FALSE,0.0235711891801959,7,0.0557479160404633,0.0331463546980377,8,FALSE,0.0331463546980377,10.410166443981,-0.116554662624373,0.153196778478963,0.216953489242269,67.9529070215434,-0.53723340901984,0,0.591106396642663,TRUE,3,79.6996571416953,0.566610446631063
"gene-GALLO_RS00830",4227.53484625499,310204.409539815,FALSE,0.0153207803967613,7,0.0540710705838906,0.0248617368689651,8,FALSE,0.0248617368689651,12.1368889472501,-0.188730237572147,0.131877306000269,0.186633401146493,92.0316718270338,-1.01123505445849,0,0.311903941792383,TRUE,2,91.4679191870748,0.231604196381998
"gene-GALLO_RS11660",1311.98926439154,57756.5333443268,FALSE,0.0144452326244665,8,0.0557403884749183,0.0259878020878624,8,FALSE,0.0259878020878624,10.5394732093426,-0.390050111368263,0.135875686066083,0.192765305094849,77.5670284690722,-2.02344561525914,0,0.0430272252867098,TRUE,2,77.7280706876092,0.225979897497832
"gene-GALLO_RS00835",568.094326344927,30946.7326932326,FALSE,0.0659257295390672,8,0.0589099381303219,0.0634266374262999,7,FALSE,0.0634266374262999,9.42830215420391,-0.623280419111354,0.211986418523075,0.301055733422464,44.4759726584919,-2.07031572535017,0,0.0384227879290959,TRUE,3,74.5182889950911,1.03086896363994
