"A1","A2","A3","B1","B2","B3"
"gene-GALLO_RS00880",5.96508642856279,6.40301814059582,6.23803769694735,5.28911523284555,5.92068409730332,6.09941760413576
"gene-GALLO_RS11665",11.7297141842886,12.8259611183855,12.7831204341732,10.5526966704538,11.5851699792737,11.9603352459563
"gene-GALLO_RS00885",10.6722842391943,10.7154962632304,10.6435723324531,10.7785450658259,10.6397497780754,10.290207552278
"gene-GALLO_RS00890",9.84615321074832,9.80602848125696,9.71222117214493,10.1605779596829,9.5751045692889,9.32783184001874
"gene-GALLO_RS00895",9.6676104101075,9.40002886916711,9.38223217915467,9.59217344642392,9.19326167300171,9.16453064817487
"gene-GALLO_RS00900",10.011250925261,9.74192156365306,9.78176279815337,9.96802914063253,9.58523319258395,9.52362432762057
"gene-GALLO_RS00905",10.1054462048554,10.0574621280934,10.2609105112416,9.9220461124354,9.89982906733169,9.7621015720514
"gene-GALLO_RS00910",8.93114174088677,9.0168855731567,9.51925669225939,8.43303683629927,8.63015609391633,8.83199174025642
"gene-GALLO_RS00915",8.30547514908181,8.40092673619235,8.54006412590372,8.52098810909016,8.20770726772243,9.07362599792351
"gene-GALLO_RS00920",10.106614758372,13.8265859533745,10.2242107197182,10.1302197386871,13.8235836421913,16.3745959692228
"gene-GALLO_RS00925",8.08508368447936,8.47057975338865,8.33957322847554,8.22864523662005,8.85360236039848,13.4999756057927
"gene-GALLO_RS00930",12.9669340585166,12.2058168424044,11.8880928191845,12.7151966096778,12.7614912798709,11.9242191416803
"gene-GALLO_RS00935",12.4178432513977,11.0632746091449,10.2978035953037,12.1266309400951,11.8279235645359,10.564210659296
"gene-GALLO_RS00940",7.59501706229774,7.01922050762135,7.2403143091584,7.79848695564783,7.05464942732722,7.79114531838273
"gene-GALLO_RS00945",6.98016570812249,6.53004321696295,6.6121047295612,6.88535728107181,6.40528872007913,6.86081307947275
"gene-GALLO_RS00950",8.59653124795398,8.4438931377934,8.44332078988656,8.62384765886645,8.31745282631509,8.93126632026783
"gene-GALLO_RS00955",7.5540618831737,7.84010570905345,7.24962692088434,7.50917458892747,7.9328083925802,9.07362599792351
"gene-GALLO_RS00960",12.605546829445,12.4781462593714,12.5262430489018,12.81981874701,12.2123082934583,12.9757174800698
"gene-GALLO_RS00965",11.5308606113417,11.3977654387997,11.6303582921725,11.5657433954002,11.3896668424036,12.1015004782877
"gene-GALLO_RS00970",7.38502367990588,7.23356461222517,7.51900028323883,7.17801143681174,7.47187391526582,7.65739039090857
"gene-GALLO_RS00975",9.05023345020285,8.53700550892226,9.15475106907499,9.10516931234088,9.19546835450809,9.31319345307337
"gene-GALLO_RS00980",9.48550634229454,9.00130791824174,9.60921158737672,9.27132108072128,9.50924813424296,9.588260727947
"gene-GALLO_RS00985",7.12861328282102,6.93222562916202,6.96189650304277,7.2939474449442,7.02453707059659,7.84949782979019
"gene-GALLO_RS00990",5.5569732177524,5.39524819960667,5.23412843248182,5.71209039190982,5.52510095495654,5.58578098120945
"gene-GALLO_RS00995",5.09564614367719,4.83143925583378,5.18189584222402,4.9637115014648,5.09682449985759,4.29119367100111
