"A1","A2","A3","B1","B2","B3"
"gene-GALLO_RS00350",423.885852478739,545.348991335602,426.539303003094,525.252857342739,516.458366341706,400.548850145162
"gene-GALLO_RS00360",17840.6862373788,13233.7404637687,19527.41219911,17643.0810288053,19842.0261092945,26957.3264971482
"gene-GALLO_RS00365",23391.3599266794,19339.9825653957,25739.6731087623,18415.2568788782,23946.840785279,32955.1890525581
"gene-GALLO_RS00370",24426.5337979959,17240.9907770123,23073.5617543254,23274.6580559852,25844.4001208846,31973.9091834323
"gene-GALLO_RS00375",10806.8582600369,7182.12585023814,10044.3747379871,8398.63073957308,9808.23358470089,13636.8087492787
"gene-GALLO_RS00380",40494.038585111,28372.9617835113,37450.7285092739,34771.7391560894,40975.6456720224,52363.0123029574
"gene-GALLO_RS00385",9317.45723311687,5759.95938047331,8621.29327108285,7195.42264780446,8330.46449834013,12116.2786482422
"gene-GALLO_RS00390",14836.0048367559,8857.06018865258,11641.7307282402,12570.3297220148,13147.759000335,18418.7657336978
"gene-GALLO_RS00395",33514.6464751401,19560.3442970389,24665.1406885559,32701.0516030186,30780.739618934,40084.6993302228
"gene-GALLO_RS00400",16753.7536724965,9682.95373750038,12415.8562352706,14330.1975430085,14681.0227465107,18700.0573210165
"gene-GALLO_RS00405",2829.77271202122,1515.6813222689,1979.60453041616,1988.37988882736,1977.22102469468,2768.84253692578
"gene-GALLO_RS00410",13582.1951046872,7104.35112142288,9335.72253254627,9515.19918476971,9741.10294782805,15242.8929736471
"gene-GALLO_RS00415",8621.39204378337,5422.00966597841,7632.4538485452,5720.38266491618,6981.58623477523,9941.12987625647
"gene-GALLO_RS00420",10847.0158671138,6171.05437563971,7858.72187609763,7666.5257260397,8077.15822853995,12213.4992429376
"gene-GALLO_RS00425",31744.1421986815,15743.8272473185,19180.7888377531,29647.0040613557,25101.4877394918,34556.0881785428
"gene-GALLO_RS00430",12692.481010116,5999.76479432037,7158.73525469075,11357.3746700068,9682.02798737995,12468.8653383376
"gene-GALLO_RS00435",23295.8740609631,11865.2755924715,14082.5368977951,19172.2707908011,17547.0534034017,24555.3296708732
"gene-GALLO_RS00440",31430.020472213,15991.9656678243,19622.7336234832,26283.2197831978,25145.3464222488,32903.3380687205
"gene-GALLO_RS00445",14603.0907157097,7156.20094063305,8647.29002318461,13180.0562347652,11781.8743087623,15730.2922217202
"gene-GALLO_RS00450",20957.8089378172,11732.8733755598,13625.1866293381,15975.2678322943,16093.4513463152,22986.8374097869
"gene-GALLO_RS00455",7296.19101024457,3507.26991371691,3831.15098566436,5877.41702432793,5525.29895221378,7410.80186498347
"gene-GALLO_RS00460",22556.0816994792,12757.8331945896,13857.2317129131,18045.9553853651,17759.1862159199,23288.8693906407
"gene-GALLO_RS00465",60518.4062562067,31079.3371683568,34021.0829171813,49561.1268259295,48118.3454352925,64799.4707763965
"gene-GALLO_RS00470",2764.62814942976,1654.56476658187,2354.15032921572,2760.55573890029,2397.01127393949,3556.97749125671
"gene-GALLO_RS00475",16513.7004213033,9550.55152058868,12445.7043580542,18970.8336125212,17056.5522166509,22590.1773834296
"gene-GALLO_RS00480",3803.37158581976,2409.16481401568,3165.82670039316,2331.6894883689,3032.5146363357,4709.36560704652
"gene-GALLO_RS00485",12857.5733947656,8819.0987138737,10356.3357632083,9406.89962655471,12156.0157249336,18111.5486544602
"gene-GALLO_RS00490",14289.8613805096,9338.52279560421,11340.3609723938,11922.6983638891,13801.1638658973,18766.1673254094
"gene-GALLO_RS00495",48533.5915219131,32357.0648560361,35701.2433770919,47251.0972492036,49933.557856334,68440.7061163892
"gene-GALLO_RS00500",17112.4949623838,12011.5661538145,13975.6613613768,14738.4868774791,17520.2011486526,23959.0433567412
"gene-GALLO_RS00505",3193.86834951875,4730.37011329981,4916.27467524559,1597.41848367122,1181.49920896196,6266.1913967693
"gene-GALLO_RS00510",186.509775090645,178.696698349357,336.994934652557,122.378500782948,185.280557769035,230.736878077148
"gene-GALLO_RS00515",10578.4060953326,13039.3036417305,13570.3045971233,7049.21824421421,3752.15506361253,17143.2315312937
"gene-GALLO_RS00520",0,0.925889628753144,0,0,0.895075158304516,0
"gene-GALLO_RS00525",26.7717380512888,37.0355851501258,20.2196960791534,22.7429072251495,17.0064280077858,40.1845124741101
"gene-GALLO_RS00530",107.086952205155,127.772768767934,117.466805793177,75.8096907504985,136.946499220591,141.293930957355
"gene-GALLO_RS00535",120.4728212308,135.179885797959,137.68650187233,116.963522872198,133.366198587373,247.588447824356
"gene-GALLO_RS00540",164.199993381238,233.324186445792,175.23736601933,183.026253383346,237.194916950697,261.847468379685
"gene-GALLO_RS00545",1014.64887214385,1971.21901961544,1302.72613309974,296.740789509094,800.197191524237,1105.722230336
"gene-GALLO_RS00550",124.042386304305,262.952654565893,190.642848746304,68.2287216754486,149.477551436854,232.033152673087
"gene-GALLO_RS00555",41.9423896136858,93.5148525040676,72.2132002826908,43.3198232859991,87.7173655138426,84.2578487360373
"gene-GALLO_RS00560",29.4489118564177,70.367611785239,32.7366507948198,15.1619381500997,23.2719541159174,22.0366681309636
"gene-GALLO_RS00565",49.9739110290724,73.1452806714984,64.5104589192038,46.5688100324491,55.49465981488,66.1100043928908
"gene-GALLO_RS00570",103.51738713165,179.62258797811,214.713915507201,64.9797349289987,206.762361568343,252.773546208112
"gene-GALLO_RS00575",124.934777572681,208.325166469457,188.717163405432,56.3157702717989,196.021459668689,222.959230501514
"gene-GALLO_RS00580",87.4543443008767,211.102835355717,155.980512610612,87.7226421541482,187.965783243948,190.552365603038
"gene-GALLO_RS00585",809.398880417298,680.528877133561,937.808761004545,878.309417123632,634.608287237902,751.839265644641
"gene-GALLO_RS00590",882.574964424154,1027.73748791599,809.750685836573,735.354000279835,1080.35571607355,820.54181922941
"gene-GALLO_RS00595",1093.17930376096,1458.2761652862,1205.47902338572,1049.42271910333,1465.23803414449,1096.64830816442
"gene-GALLO_RS00600",1368.03581442086,1661.04599398314,1560.76796877656,1207.54007409723,1930.67711646284,1652.75010982227
"gene-GALLO_RS00605",7514.82687099676,7139.5349273155,8023.36797274217,8065.06810027089,5633.60304636862,6062.67628520687
"gene-GALLO_RS00610",8464.33118054914,8669.10459401569,9460.89207970293,8469.02545241283,8816.49030929948,8185.97407335501
"gene-GALLO_RS00615",42751.7884941031,31873.750469827,35954.4709994165,41800.3804842427,43186.4813130346,45093.5043689312
"gene-GALLO_RS00620",43687.0145433614,26931.3516315427,37558.5668883627,40316.6765366972,41160.0311546332,47078.1007753139
"gene-GALLO_RS00625",680.894537771111,489.795613610413,239.747824938533,579.402636450238,397.413370287205,184.070992623343
"gene-GALLO_RS00630",9.81630395213922,9.25889628753144,10.5912693747947,6.49797349289987,7.16060126643613,2.59254919187807
"gene-GALLO_RS00635",9.81630395213922,10.1847859162846,13.4797973861023,2.16599116429996,7.16060126643613,0
"gene-GALLO_RS00640",0,0,1.92568534087175,0,0,1.29627459593904
"gene-GALLO_RS00645",2.67717380512888,0.925889628753144,0.962842670435877,4.33198232859991,3.58030063321806,1.29627459593904
"gene-GALLO_RS00650",0,1.85177925750629,0,0,0,2.59254919187807
"gene-GALLO_RS00655",1.78478253675259,5.55533777251887,1.92568534087175,3.24898674644993,3.58030063321806,2.59254919187807
"gene-GALLO_RS00660",3.56956507350517,8.3330066587783,1.92568534087175,0,3.58030063321806,3.88882378781711
"gene-GALLO_RS00665",1136.01408464302,867.558582141696,1038.90724140031,1201.04210060433,756.338508767316,954.05810261113
"gene-GALLO_RS00670",2868.14553656141,4501.67537499779,3377.65208788906,3073.54146214164,3609.83811344211,7123.028904685
"gene-GALLO_RS00675",55.3282586393302,65.7381636414732,68.3618296009473,43.3198232859991,59.0749604480981,66.1100043928908
"gene-GALLO_RS00680",100.840213326521,68.5158325277327,71.2503576122549,75.8096907504985,76.9764636141884,60.9249060091347
"gene-GALLO_RS00685",136.535864061573,99.9960799053396,87.6186830096648,64.9797349289987,118.149920896196,104.998242271062
"gene-GALLO_RS00690",145.459776745336,155.549457630528,133.835131190587,110.465549379298,136.051424062286,155.552951512684
"gene-GALLO_RS00695",3124.2618305854,3449.86475673422,2936.67014482943,3461.25388055133,3603.57258733398,2764.95371313796
"gene-GALLO_RS00700",4603.8465535533,4664.63194965834,4322.20074758665,5237.36663527729,4601.58138884352,3649.01298756839
"gene-GALLO_RS11650",223.99020836245,231.472407188286,364.917372095197,179.777266636896,175.434731027685,189.256091007099
"gene-GALLO_RS00705",691.603232991627,743.489371888775,887.740942141879,654.129331618587,652.509790403992,714.247302362409
"gene-GALLO_RS00710",2435.3357713989,2855.4436150747,3022.36314249822,2796.29459311124,2946.58742113847,2731.25057364355
"gene-GALLO_RS00720",3.56956507350517,10.1847859162846,8.6655840339229,6.49797349289987,6.26552610813161,2.59254919187807
"gene-GALLO_RS00725",191.864122700903,588.865803887,310.035339880352,145.121408008097,247.935818850351,209.996484542124
"gene-GALLO_RS00730",24.9869555145362,112.958534707884,77.0274136348702,17.3279293143997,51.0192840233574,38.8882378781711
"gene-GALLO_RS00735",45.5119546871909,65.7381636414732,63.5476162487679,38.9878409573992,51.0192840233574,34.999414090354
"gene-GALLO_RS00740",61.5749975179642,36.1096955213726,53.9191895444091,58.4817614360988,61.7601859230116,311.105903025369
"gene-GALLO_RS00745",453.334764335157,361.096955213726,331.217878629942,507.92492802834,375.036491329592,535.361408122822
"gene-GALLO_RS00750",452.442373066781,350.912169297442,362.02884408389,425.617263784941,409.944422503468,610.545334687286
"gene-GALLO_RS00755",265.040206707759,224.991179787014,250.339094313328,342.226603959393,344.603935947239,388.882378781711
"gene-GALLO_RS00760",665.723886208714,599.050589803284,684.581138679909,707.196115143936,681.152195469737,987.761242105545
"gene-GALLO_RS00765",58.005432444459,1353.6506372371,38.5137068174351,42.2368277038492,1264.74119868428,7294.13715134895
"gene-GALLO_RS00770",63.3597800547168,385.170085561308,38.5137068174351,85.5566509898483,508.402689916965,5562.3142911744
"gene-GALLO_RS00775",116.903256157294,187.029705008135,65.4733015896397,126.710483111547,267.62747233305,4744.36502113687
"gene-GALLO_RS00780",112.441299815413,187.955594636888,73.1760429531267,87.7226421541482,216.608188309693,3037.17137828516
"gene-GALLO_RS00785",30.341303124794,46.2944814376572,25.0339094313328,30.3238763001994,52.8094343399664,723.321224533982
"gene-GALLO_RS00790",3813.1878897719,4159.09621235912,4389.59973451716,3894.45211341132,6416.79380988508,6425.6331720698
"gene-GALLO_RS00795",1158.32386635243,1499.94119858009,1642.60959576361,1115.48544961448,2282.44165367652,2309.96132996336
"gene-GALLO_RS00800",519.371718195002,627.753168294632,364.917372095197,488.43100754964,614.916633755202,270.921390551258
"gene-GALLO_RS00805",3392.87160236667,4642.41059856827,2418.66078813492,3005.31274046619,4165.67978674922,1856.2652213847
"gene-GALLO_RS00810",514.909761853121,379.614747788789,484.309863229246,611.892503914738,330.282733414366,412.215321508613
"gene-GALLO_RS00815",1856.17383822269,2060.10442397575,2098.99702155021,1768.53178565091,1689.90189887893,1597.01030219689
"gene-GALLO_RS00820",949.504309552376,1174.02804925899,996.542163901133,981.19399742788,1113.47349693082,916.466139328898
"gene-GALLO_RS00825",1181.52603933021,1698.08157913327,1202.59049537441,1372.15540258402,1196.71548665314,1196.46145205173
"gene-GALLO_RS00830",4087.15200916342,4369.27315808609,5054.92401978836,4574.57333900151,3726.1978840217,3553.0886674689
"gene-GALLO_RS11660",1322.52385973367,1643.45409103683,1499.14603786866,957.368094620581,1262.05597320937,1187.38752988016
"gene-GALLO_RS00835",552.390195124925,793.487411841445,721.169160156472,294.574798344794,550.471222357277,496.473170244651
"gene-GALLO_RS00840",995.908655507943,1222.17430995415,1499.14603786866,1196.71011827573,1006.06447793428,1647.56501143851
"gene-GALLO_RS00845",223.097817094073,224.065290158261,212.788230166329,231.761054580095,248.830894008655,216.477857521819
"gene-GALLO_RS00850",564.883672882193,558.311446138146,614.29362373809,701.781137233186,566.582575206759,524.991211355309
"gene-GALLO_RS00855",20732.9263381864,23738.8841916019,20159.036990916,22149.4256461314,24499.1021579529,19326.1579508551
"gene-GALLO_RS00860",145.459776745336,422.205670711434,193.531376757611,154.868368247447,528.094343399664,453.696108578663
"gene-GALLO_RS00865",3627.57050594963,3953.54871477593,2166.39600848072,2849.36137663659,3105.01572415837,1910.70875441414
"gene-GALLO_RS00870",425.670635015492,405.539657393877,611.405095726782,631.386424393437,296.269877398795,407.030223124857
"gene-GALLO_RS00875",813.860836759179,1549.01334890401,657.621543907704,709.362106308236,1304.12450564968,650.729847161396
"gene-GALLO_RS00880",29.4489118564177,49.9980399526698,41.4022348287427,9.7469602393498,27.74732990744,34.999414090354
"gene-GALLO_RS11665",3357.17595163161,7221.93910427452,7009.49464077319,1463.12703148462,3033.40971149401,3945.85987003843
"gene-GALLO_RS00885",1592.91841405168,1642.52820140808,1560.76796877656,1717.63099328987,1556.53570029155,1213.31302179894
"gene-GALLO_RS00890",881.682573155777,856.447906596658,800.122259132214,1105.73848937513,724.115803068353,604.063961707591
"gene-GALLO_RS00895",774.595620950622,637.012064582163,628.736263794628,733.188009115535,546.890921724059,535.361408122822
"gene-GALLO_RS00900",993.231481702814,817.560542189026,841.524493960957,962.783072531331,729.486254018181,697.395732615201
"gene-GALLO_RS00905",1062.83800063616,1026.81159828724,1188.14785531787,931.376200648981,916.556962103824,829.615741400983
"gene-GALLO_RS00910",449.765199261652,479.610827694129,695.172408054703,307.570745330594,358.030063321806,417.40041989237
"gene-GALLO_RS00915",278.426075733403,299.988239716019,334.106406641249,329.230656973593,257.781645591701,500.361994032468
"gene-GALLO_RS00920",1063.73039190454,14489.246800358,1157.33688986392,1081.91258656783,14459.0441072512,84926.7264275419
"gene-GALLO_RS00925",233.806512314589,316.654253033575,285.964273119456,262.084930880295,424.265625036341,11545.917826029
"gene-GALLO_RS00930",7967.26924406354,4685.00152149091,3751.23504401818,6685.33172861182,6904.60977116104,3847.34300074706
"gene-GALLO_RS00935",5432.87804187487,2100.84356764088,1219.92166344226,4432.70091773986,3596.41198606755,1475.16049017862
"gene-GALLO_RS00940",156.168471965851,93.5148525040676,114.578277781869,185.192244547646,96.6681170968877,184.070992623343
"gene-GALLO_RS00945",90.1315181060056,57.4051569826949,62.584773578332,82.3076642433983,50.1242088650529,80.3690249482202
"gene-GALLO_RS00950",348.924985935131,310.173025632303,310.035339880352,356.305546527343,281.053599707618,449.807284790845
"gene-GALLO_RS00955",150.814124355593,191.659153151901,115.541120452305,145.121408008097,206.762361568343,500.361994032468
"gene-GALLO_RS00960",6193.19540253147,5666.44452796924,5859.86049227275,7191.09066547586,4706.30518236514,8016.162101287
"gene-GALLO_RS00965",2919.90423012723,2659.15501377903,3131.16436425747,2992.31679348039,2644.05201763154,4355.48264235516
"gene-GALLO_RS00970",130.289125182939,113.884424336637,146.352085906253,108.299558214998,140.526799853809,164.626873684258
"gene-GALLO_RS00975",491.707588875337,333.320266351132,531.489154080604,512.25691035694,547.785996882364,597.582588727896
"gene-GALLO_RS00980",678.217363965983,474.05548992161,742.351698906061,579.402636450238,690.102947052782,731.098872109616
"gene-GALLO_RS00985",103.51738713165,86.1077354740424,88.5815256801007,120.212509618648,93.9828916219742,193.144914794916
"gene-GALLO_RS00990",16.0630428307733,12.0365651737909,8.6655840339229,20.5769160608496,15.2162776911768,16.8515697472075
"gene-GALLO_RS00995",6.24673887863405,2.77766888625943,7.70274136348702,4.33198232859991,6.26552610813161,0
